Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,Same_Course,Different_Course
1,2,13,4,23,14,17,3,4,4,4,2,3,4,4,2,4,3,3,3,3,1,3,4,4,4,3,4,4,4,4,4,0,0
0,2,13,4,23,16,15,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1
1,0,15,3,23,28,32,3,4,4,4,2,2,2,2,2,2,2,3,1,3,1,3,2,1,1,3,4,3,4,4,2,0,1
0,1,13,3,23,9,33,3,2,3,3,2,3,3,2,2,3,2,3,3,3,1,3,3,3,2,2,3,3,3,3,2,1,0
1,2,3,3,29,28,9,4,4,4,4,1,4,4,2,2,4,4,4,4,1,1,4,4,2,2,2,3,2,3,4,4,0,0
0,2,10,3,17,12,17,4,4,4,4,1,3,3,3,2,3,3,3,4,2,1,3,3,3,2,1,3,2,3,2,2,1,0
1,2,13,3,24,18,26,4,4,4,4,1,3,4,3,2,4,3,4,3,2,1,3,4,4,2,1,4,4,3,3,3,0,1
0,2,13,3,18,24,27,3,3,3,4,1,3,3,2,2,3,3,3,3,4,1,2,3,3,3,4,3,3,3,4,3,1,0
0,2,13,3,16,14,26,2,2,3,3,2,2,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,1,3,3,1,0
0,2,5,0,5,25,22,4,4,4,4,1,4,3,2,2,3,2,3,4,3,1,3,3,3,2,3,3,3,3,4,4,1,1
0,2,0,0,5,7,1,3,3,4,4,2,2,2,2,2,2,3,3,3,3,1,2,2,2,3,2,2,2,2,4,3,0,1
0,2,7,3,13,25,12,4,4,4,4,1,3,4,2,2,3,1,3,2,1,1,1,3,1,3,1,1,3,1,4,1,1,0
0,2,13,3,23,34,13,4,4,3,4,1,2,2,2,2,2,3,3,2,3,1,3,2,2,4,3,3,2,3,4,3,0,1
0,2,8,4,14,24,17,4,3,3,3,1,3,3,2,2,3,3,3,3,2,1,3,3,3,3,2,3,2,3,3,2,1,0
0,1,0,3,5,7,11,4,3,4,4,1,3,3,3,2,3,2,3,3,2,2,2,3,3,2,2,3,2,3,2,4,1,0
0,1,6,3,12,30,30,4,4,4,4,1,3,3,3,2,3,2,3,4,4,2,3,3,2,2,1,3,2,3,3,3,1,0
0,1,18,0,9,35,6,3,2,3,3,1,3,3,2,2,3,2,3,2,1,2,3,3,2,2,2,3,2,3,3,3,1,0
0,1,6,4,12,5,10,3,3,3,3,1,3,3,3,2,4,3,3,4,3,2,3,4,3,2,3,3,3,1,3,3,1,0
1,0,15,3,12,25,17,3,3,3,3,1,3,2,2,2,3,2,2,3,3,2,3,3,2,2,2,3,3,3,4,1,0,1
1,2,5,0,34,10,10,3,3,3,3,1,4,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,2,3,3,0,1
0,2,0,0,5,7,11,3,3,3,2,1,2,2,1,2,2,3,3,3,3,2,3,2,1,2,2,2,2,2,4,1,0,1
1,1,6,3,33,12,14,4,4,4,4,1,3,3,2,2,2,3,3,3,3,2,3,2,2,2,3,2,3,1,4,1,0,1
0,2,6,1,12,18,17,4,3,3,3,1,3,4,3,2,3,3,3,3,3,2,3,3,3,2,3,3,1,1,3,3,1,0
0,1,9,0,5,5,17,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,2,1,4,3,0,1
0,2,6,3,12,25,6,2,4,3,4,1,3,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2,4,2,1,1
0,2,4,0,9,5,38,3,4,4,4,1,3,4,3,2,4,3,3,3,3,2,3,4,3,2,3,3,3,3,3,3,1,0
1,2,8,3,14,16,26,3,3,3,2,1,3,4,4,2,3,3,3,1,2,2,3,3,2,2,1,3,4,3,3,3,1,0
1,2,13,0,5,12,26,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,0
0,1,13,4,23,14,26,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,1,0
0,0,8,3,23,14,17,4,3,4,4,1,1,3,1,2,3,2,2,3,3,2,3,3,2,3,3,3,1,3,4,3,1,0
0,2,6,3,12,5,28,3,3,4,3,1,3,3,3,2,3,3,3,2,3,2,3,3,1,2,3,2,2,3,3,1,1,0
0,1,8,3,14,16,14,3,2,4,4,1,3,3,2,2,3,2,2,2,1,2,2,3,3,3,1,1,3,3,3,3,1,0
0,2,13,3,29,24,15,3,2,4,3,1,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,3,2,0,1
0,1,12,1,22,8,0,4,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,3,1,0
0,2,6,3,33,12,0,4,2,3,2,1,2,2,2,2,3,1,1,4,3,2,3,3,2,2,2,4,4,3,4,3,0,1
0,1,6,2,33,12,1,3,3,3,3,1,2,2,2,2,3,2,2,3,1,2,2,3,1,2,3,2,2,2,4,2,1,0
1,1,13,4,23,9,2,3,3,4,3,1,3,4,3,2,3,2,3,3,3,2,2,3,2,3,2,3,3,3,3,3,1,0
1,2,6,3,12,4,5,3,2,3,4,1,4,4,4,2,3,2,3,3,2,2,3,3,3,2,3,3,3,1,3,3,1,0
1,2,13,1,29,24,5,3,3,3,3,1,2,3,2,2,3,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,1,0
0,2,0,0,5,21,4,3,3,4,4,1,2,2,2,2,2,3,3,1,1,2,2,2,2,3,3,3,3,3,4,3,0,1
1,2,6,3,12,0,4,3,4,3,2,1,2,3,2,2,3,3,3,3,1,2,3,3,3,2,1,2,3,3,4,2,0,0
0,2,3,1,0,8,3,2,2,2,3,1,1,1,1,2,1,3,3,3,3,2,2,1,1,2,3,1,2,1,4,2,0,1
1,2,17,0,32,23,3,4,3,4,4,1,4,4,4,2,4,2,2,3,3,2,2,4,3,4,1,2,2,2,3,3,1,0
0,1,6,3,12,25,3,4,3,4,4,1,2,3,2,2,3,2,3,4,3,2,2,3,2,3,3,3,3,2,4,2,1,1
1,2,13,4,23,14,3,2,3,3,3,1,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,2,1,0,1
1,2,13,3,18,24,3,3,2,4,4,1,2,2,2,2,4,3,4,2,3,2,3,4,3,3,4,3,2,2,3,1,0,0
1,0,13,4,23,19,3,4,4,4,4,1,3,3,4,2,3,2,3,4,3,2,3,3,3,2,2,3,4,4,3,3,1,1
1,2,6,0,12,5,37,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,2,3,3,3,1,0
1,1,6,3,12,11,37,4,4,4,4,1,3,3,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,3,3,3,0,1
0,1,6,3,12,16,37,3,3,3,4,1,3,3,3,2,3,2,3,3,3,2,3,3,2,2,1,3,2,3,3,3,1,0
0,2,6,4,12,16,37,3,3,4,4,1,3,3,3,2,4,3,3,3,3,2,3,4,2,3,2,3,2,2,4,3,1,0
0,2,6,3,12,14,37,3,3,3,3,1,3,3,2,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,3,0,1
1,1,6,3,12,18,37,3,4,3,3,1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,2,3,1,0
1,2,6,3,12,18,37,3,3,4,3,1,3,3,3,2,2,3,3,3,2,2,3,2,2,3,2,2,2,3,3,2,1,0
0,1,6,3,12,18,37,4,3,4,4,1,4,4,3,2,3,3,3,4,3,2,3,3,3,3,2,3,3,3,4,3,1,0
1,1,6,3,12,35,37,3,3,3,3,1,3,3,3,2,2,3,3,3,4,2,2,2,1,1,4,2,2,1,4,4,0,1
1,1,6,4,12,26,37,4,4,4,4,1,3,3,3,2,3,3,3,2,3,2,3,3,2,3,2,2,2,2,4,2,1,1
0,1,6,3,12,25,37,4,2,3,3,1,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,2,2,3,4,3,1,1
1,1,6,3,12,25,37,4,4,4,4,1,4,4,3,2,4,3,4,4,3,2,3,4,3,2,2,4,4,4,2,4,1,0
1,2,9,1,12,16,37,4,3,4,4,1,4,4,3,2,3,3,3,4,2,2,3,3,3,2,1,3,3,4,3,3,0,1
1,2,9,2,12,16,37,4,3,4,4,1,3,3,3,2,2,3,3,1,2,2,2,2,2,1,2,2,1,4,3,3,1,0
1,2,13,0,23,5,37,3,2,4,4,1,2,2,3,2,3,2,2,2,2,2,3,3,2,3,3,2,2,3,4,2,1,0
1,2,13,0,23,5,37,3,2,4,4,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,1,0
1,1,13,3,23,14,37,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,1,1
1,0,15,3,12,25,37,3,3,3,3,1,3,3,3,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,1,0
1,2,13,3,11,24,32,3,2,3,3,1,3,3,2,2,3,2,3,2,2,2,3,3,2,2,2,4,4,3,3,3,0,1
0,0,10,4,23,12,17,4,3,4,4,1,3,3,3,2,4,2,2,3,3,2,3,4,2,2,3,3,3,3,3,3,1,0
0,0,7,3,27,11,6,4,4,3,4,1,4,2,3,2,3,1,3,4,1,2,4,3,1,1,1,3,3,3,4,3,0,0
0,1,6,3,12,11,6,4,4,4,4,1,3,4,3,2,4,2,3,3,3,2,3,4,4,2,4,3,3,4,4,3,0,0
1,0,13,4,23,14,17,4,4,4,4,1,4,3,3,2,4,3,3,4,3,2,3,4,1,3,1,3,2,2,1,3,1,0
0,2,6,3,12,24,6,4,4,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,3,2,2,3,2,4,3,1,0
0,1,6,3,12,26,6,3,3,3,2,1,3,3,3,2,3,2,3,3,3,2,3,3,2,2,3,2,3,2,4,3,1,1
0,2,6,3,12,25,6,4,4,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,1,3,2,3,3,4,1,0
1,0,13,3,23,23,17,4,2,3,4,1,3,3,3,2,3,3,4,3,2,2,3,3,2,3,2,3,3,3,2,3,0,1
1,2,1,3,6,15,12,4,2,3,4,1,3,2,1,2,3,1,1,2,3,2,1,3,2,2,3,2,2,3,4,1,1,0
1,2,3,0,8,5,12,3,3,3,4,1,3,3,3,2,4,3,3,4,2,2,3,4,4,2,2,3,3,3,2,3,1,0
1,2,16,0,5,7,12,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,4,2,1,0
0,0,7,3,15,13,12,3,4,4,3,1,3,4,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,1,0
0,0,7,3,13,15,12,4,4,3,4,1,3,3,3,2,3,2,3,3,1,2,3,3,2,3,2,3,3,3,3,2,1,1
0,1,6,3,27,12,12,4,4,4,4,1,4,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,4,0,1
1,1,6,3,12,28,12,4,4,4,4,1,3,4,3,2,3,4,4,4,3,2,3,3,3,2,2,3,2,3,3,3,1,1
0,2,9,3,16,24,12,4,3,4,3,1,3,3,3,2,4,4,4,3,2,2,3,4,3,3,2,3,3,3,4,3,0,1
0,2,8,3,28,28,12,2,4,4,4,1,3,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,3,1,0,0
0,2,0,0,5,7,7,3,4,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2,2,3,2,3,4,3,0,0
0,2,0,0,5,7,7,4,4,4,4,1,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,3,3,3,1,0
0,2,1,0,7,5,7,4,3,4,3,1,3,2,2,2,3,3,3,2,3,2,3,3,2,2,2,3,3,3,3,3,1,0
0,2,1,0,32,5,7,4,4,4,4,1,3,3,3,2,3,3,4,4,2,2,3,3,2,2,3,3,2,4,4,2,1,1
0,1,1,0,5,9,7,3,3,4,4,1,3,4,2,2,3,2,3,4,3,2,2,3,3,4,3,2,3,3,3,3,0,1
1,2,1,0,5,24,7,3,4,4,4,1,3,3,2,2,3,3,3,2,4,2,3,3,2,3,3,1,1,3,3,3,1,0
0,2,4,0,8,9,7,3,3,3,3,1,2,3,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,2,3,1,0
0,1,18,0,9,7,7,4,3,4,3,1,3,3,3,2,3,4,3,2,3,2,3,3,3,2,2,2,2,3,2,3,0,1
1,2,18,0,34,9,7,3,3,4,3,1,3,3,3,2,4,2,3,3,3,2,3,4,3,3,3,3,3,3,4,4,1,0
1,1,0,0,5,12,8,3,3,3,4,1,3,2,2,2,3,3,3,3,3,2,2,3,3,2,2,2,3,1,4,2,0,0
0,2,3,0,5,8,8,4,2,4,4,1,3,3,3,2,4,4,3,4,1,2,3,2,3,1,3,3,4,4,3,3,0,0
0,1,18,0,9,35,8,4,3,4,4,1,3,4,3,2,3,2,3,4,3,2,3,3,3,2,3,3,3,3,3,2,0,1
0,1,6,4,12,34,8,2,3,3,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,2,2,3,4,2,0,0
1,1,6,0,5,12,8,3,3,3,3,1,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,0,0
0,2,6,3,12,25,8,3,4,4,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,1,0
0,1,13,0,23,9,8,4,3,4,4,1,4,4,3,2,4,3,3,4,3,2,3,4,2,3,2,3,1,3,4,2,1,0
0,2,6,3,12,34,26,4,3,3,3,1,3,3,3,2,3,3,3,2,1,2,3,3,2,2,2,3,3,3,3,2,1,1
1,1,13,4,23,14,8,4,4,4,4,1,4,4,4,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,1,1
1,1,13,4,23,14,8,4,4,4,4,1,3,3,3,2,4,2,2,3,2,2,3,4,3,3,2,3,3,3,2,3,1,1
0,1,13,0,5,24,8,3,3,4,4,1,3,4,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,4,3,0,0
0,2,1,0,9,6,9,4,4,4,4,1,3,3,3,2,3,3,3,4,2,2,3,3,3,2,3,3,3,3,3,3,1,0
0,2,3,0,29,35,9,4,4,4,3,1,4,4,4,2,4,3,3,3,2,2,3,4,4,2,3,4,4,4,3,4,1,0
0,1,3,0,7,30,9,3,3,4,4,1,3,3,2,2,3,2,4,2,1,2,3,3,3,2,2,3,2,3,3,2,0,1
0,1,18,0,23,9,9,4,4,4,3,1,4,4,4,2,4,3,4,4,3,2,4,4,4,4,3,4,4,4,3,4,1,0
0,1,0,0,5,7,10,3,3,4,4,1,3,3,2,2,3,2,3,4,3,2,3,3,3,2,1,3,3,3,3,3,0,1
1,2,0,0,5,7,10,3,2,4,4,1,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,4,0,0
0,2,0,0,5,7,10,3,4,4,3,1,3,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,2,3,4,3,1,0
1,1,0,3,5,7,10,3,4,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
0,2,2,0,5,7,10,3,4,4,4,1,2,2,2,2,2,3,3,1,1,2,2,2,1,2,4,2,2,3,4,2,0,0
0,2,3,0,5,8,10,3,3,4,3,1,4,4,3,2,4,3,3,2,1,2,4,4,3,2,1,3,3,3,2,3,1,0
0,2,3,0,5,8,10,4,3,3,3,1,3,4,3,2,4,3,3,3,3,2,2,4,3,3,3,3,3,4,4,4,1,0
0,2,3,0,10,8,10,3,3,4,3,1,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,2,3,3,3,1,0
0,0,4,0,5,7,10,3,3,3,3,1,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,1,0,0
0,2,13,1,29,24,35,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,1
0,1,18,0,5,7,10,3,4,3,3,1,3,2,2,2,1,3,3,3,2,2,3,1,3,3,2,2,2,3,3,3,0,1
0,1,18,4,5,7,10,3,3,3,3,1,3,3,3,2,2,3,3,3,3,2,3,2,1,1,3,1,1,1,2,3,0,1
1,2,16,0,5,7,10,4,3,4,4,1,4,4,3,2,4,3,3,3,3,2,4,4,3,2,2,3,4,3,2,4,1,0
0,2,17,0,32,7,10,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,3,4,3,2,1,3,3,3,3,3,1,0
0,1,6,3,12,5,10,4,2,4,4,1,2,2,2,2,3,2,3,3,3,2,3,3,2,2,4,2,3,3,4,3,1,1
0,2,6,3,12,28,36,3,4,4,4,1,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,2,2,2,3,3,0,0
0,2,13,4,23,14,10,3,4,4,4,1,3,4,3,2,4,3,4,3,2,2,3,4,3,2,2,3,4,4,2,3,1,0
1,0,15,0,7,35,10,3,3,3,4,1,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,0,1
0,1,0,0,5,7,11,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,1,0
0,1,6,4,12,34,23,3,4,3,3,1,1,4,1,2,4,3,3,3,2,2,3,4,2,2,2,2,3,3,4,1,1,0
0,2,0,0,5,7,11,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2,4,4,1,0
1,2,5,0,5,8,11,4,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,4,0,0
0,2,8,0,14,5,11,3,3,4,4,1,2,2,3,2,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,0,1
0,0,6,3,12,34,14,3,3,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,1,3,2,3,3,3,1,0
0,1,6,3,12,34,14,3,4,3,4,1,2,3,2,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,0,0
1,1,6,3,27,12,6,3,3,3,3,2,4,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,2,1,3,3,1,1
0,2,6,3,12,17,14,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,3,4,3,3,2,3,3,3,3,4,1,0
0,2,6,3,12,25,14,4,4,4,4,1,4,4,4,2,4,2,2,4,4,2,4,4,4,4,1,4,2,3,3,4,1,0
1,1,6,3,12,25,14,3,4,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,1,2,1,2,4,3,1,0
1,1,6,3,12,25,14,4,4,4,4,1,4,4,2,2,4,2,2,4,4,2,2,4,4,2,2,4,4,4,3,2,1,0
1,2,6,3,12,25,14,3,4,4,4,1,3,4,3,2,3,1,3,4,2,2,3,3,4,2,1,3,3,3,3,3,1,0
1,1,9,3,16,12,14,4,4,4,4,1,4,3,3,2,3,2,1,1,2,2,3,3,3,4,3,2,1,1,2,2,0,0
1,2,9,3,16,14,14,4,4,4,4,1,4,4,4,2,3,4,4,3,3,2,2,3,3,4,1,2,2,3,4,3,1,0
0,2,0,3,5,12,16,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,4,4,4,3,4,1,0
0,2,7,3,13,30,16,3,3,2,3,1,2,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,3,4,1,0,1
0,1,6,3,12,34,16,4,1,1,1,1,4,4,4,2,4,3,4,4,4,2,4,4,4,4,1,3,3,3,3,1,1,0
1,2,6,3,12,13,16,3,3,3,3,1,3,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,1,0
1,2,6,3,13,12,16,3,4,4,4,1,3,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,0,1
1,2,13,3,23,16,16,4,4,4,4,1,4,4,4,2,4,2,2,4,2,2,4,4,4,1,2,4,4,4,1,3,1,0
0,1,6,3,5,34,13,4,4,4,3,1,3,3,4,2,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,4,0,0
1,1,6,3,12,16,6,3,2,3,2,2,3,3,2,2,3,2,2,4,3,2,3,3,3,2,4,3,2,3,4,2,0,0
0,1,6,1,5,7,13,3,3,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2,4,3,3,3,4,3,0,0
0,1,6,0,5,13,13,3,3,3,3,1,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,3,1,1
0,2,6,3,5,13,13,3,4,4,4,1,4,3,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,1,0
0,2,6,3,12,12,13,3,3,3,3,1,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,2,3,3,3,3,1,0
0,1,6,3,12,12,13,4,4,3,4,1,2,3,3,2,3,1,1,3,3,2,3,3,2,2,1,3,3,3,4,3,1,0
1,1,9,3,16,17,13,4,4,4,4,1,4,4,4,2,4,2,3,4,4,2,4,4,4,4,2,3,2,2,4,3,1,0
1,1,13,3,23,16,13,4,4,4,4,1,2,2,1,2,3,3,3,2,4,2,3,3,3,2,3,3,3,3,4,4,1,0
1,2,13,1,29,24,13,3,3,3,3,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,3,3,4,2,1,0
0,1,14,3,33,25,13,3,4,4,4,1,2,3,2,2,4,3,3,3,3,2,3,4,2,2,1,3,1,3,3,2,1,0
0,2,2,0,5,7,17,3,4,4,3,1,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,2,0,1
0,2,6,3,12,34,17,3,3,3,3,1,2,3,2,2,3,3,3,3,3,2,4,3,2,2,4,3,3,3,4,3,1,0
0,2,6,3,12,34,17,3,4,4,4,1,3,3,3,2,4,1,4,4,3,2,3,4,3,2,2,2,1,3,4,4,0,0
1,1,6,3,12,34,17,2,3,3,3,1,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,1,0
0,2,6,3,33,12,17,2,3,3,3,1,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,3,2,3,4,2,1,0
0,1,18,0,5,30,26,4,3,4,4,2,2,2,2,2,2,2,3,4,2,2,3,2,3,2,3,3,3,4,3,4,0,1
0,2,6,3,12,24,17,4,4,4,4,1,3,4,2,2,4,3,3,3,4,2,3,4,2,4,2,2,4,2,4,2,1,0
1,2,6,1,12,25,17,3,3,3,4,1,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,3,1,2,3,1,1
0,0,15,3,13,16,26,3,4,4,4,1,3,2,2,2,2,4,3,3,2,2,3,2,3,2,1,3,3,2,4,4,0,1
1,2,6,3,12,25,17,3,4,4,4,1,3,4,3,2,4,4,3,3,2,2,3,4,3,2,2,3,3,3,2,4,0,0
1,1,6,3,12,25,17,3,4,4,4,1,3,3,2,2,4,3,4,4,4,2,4,4,3,2,1,3,3,3,3,3,1,0
1,2,9,3,12,5,17,2,3,3,3,1,2,2,3,2,2,3,2,1,2,2,3,2,3,1,3,2,1,1,4,2,0,1
0,2,9,3,27,11,17,3,4,3,3,1,3,3,2,2,4,1,3,3,2,2,4,4,3,1,1,3,3,4,3,3,1,1
1,1,9,3,33,12,17,4,2,3,3,1,2,2,2,2,3,3,3,3,2,2,3,3,3,3,1,2,2,3,2,3,1,1
1,1,9,1,23,14,17,3,3,4,4,1,3,4,3,2,3,3,3,3,3,2,3,3,2,4,1,3,2,3,4,2,1,1
1,2,9,3,23,14,17,4,4,4,4,1,3,3,3,2,3,2,2,2,2,2,2,3,2,4,2,2,1,3,4,3,0,1
1,2,9,3,27,24,17,3,3,3,3,1,2,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,0,1
1,0,10,3,17,16,27,3,4,3,3,1,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,1,3,2,1,0
0,2,8,3,14,24,17,3,4,4,4,1,3,3,2,2,3,3,2,3,3,2,2,3,2,3,2,2,2,3,4,3,1,0
0,0,8,3,14,24,17,3,3,4,4,1,4,4,4,2,4,3,3,2,3,2,3,4,3,4,2,3,2,2,3,2,1,0
0,2,8,3,14,25,17,3,3,4,4,1,3,3,4,2,3,3,3,2,3,2,2,3,2,4,2,3,1,3,3,2,1,1
0,1,11,3,12,34,17,4,3,4,4,1,3,3,2,2,3,1,3,4,4,2,3,3,2,2,3,3,3,3,4,2,0,0
0,1,10,3,14,24,17,3,3,4,4,1,2,3,2,2,1,2,2,1,3,2,2,1,2,3,3,2,2,1,4,2,0,1
0,1,13,3,27,34,17,2,3,3,3,1,3,2,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,3,4,3,0,0
1,2,13,4,23,5,17,4,3,4,3,1,3,4,4,2,4,4,3,3,2,2,4,4,3,2,3,4,3,1,3,4,1,0
0,2,13,3,23,14,17,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,4,4,3,4,2,3,2,3,3,4,1,0
0,2,13,3,23,14,17,3,3,4,3,1,3,3,2,2,3,2,3,3,3,2,2,3,3,2,2,3,2,3,4,3,0,1
1,2,13,3,23,14,17,3,3,4,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,3,2,3,1,1
0,2,13,3,23,14,17,4,4,4,4,1,3,4,3,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,4,3,1,0
0,2,13,3,23,14,17,2,3,3,4,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,4,1,2,1,4,2,0,0
1,1,13,3,23,14,17,4,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,1,0
0,1,13,4,23,14,17,3,3,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,1,0
1,1,13,4,23,14,17,4,3,3,3,1,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,1,0
1,2,13,4,23,14,17,3,4,4,4,1,4,4,3,2,3,3,2,1,2,2,3,3,3,2,2,2,3,3,3,3,1,0
0,2,13,4,23,14,17,3,3,3,4,1,2,3,3,2,3,1,3,2,2,2,4,3,2,1,2,3,4,4,4,3,1,0
1,2,13,4,23,14,17,4,4,4,4,1,3,3,3,2,4,3,3,2,2,2,3,4,3,3,2,3,2,3,3,3,1,0
0,2,13,4,23,14,17,3,3,4,4,1,4,4,4,2,4,2,3,4,2,2,4,4,2,4,1,2,3,3,4,2,0,1
0,2,13,4,23,14,17,3,4,4,4,1,3,2,2,2,3,2,3,3,3,2,3,3,3,2,1,2,2,2,3,2,0,1
1,2,13,4,23,14,17,4,3,4,4,1,4,4,4,2,4,4,4,4,3,2,4,4,3,1,1,4,4,4,3,3,1,0
0,2,6,3,12,11,30,3,3,3,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,4,3,0,1
0,2,13,4,23,14,17,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1
0,1,13,4,23,14,17,4,3,4,4,1,4,4,4,2,4,4,4,3,2,2,4,4,3,2,3,3,2,3,4,3,1,0
0,2,13,3,12,18,17,3,2,4,4,1,3,2,2,2,3,3,3,3,3,2,3,3,3,2,4,2,3,3,3,2,0,1
1,2,13,3,17,18,17,4,3,3,3,1,3,3,3,2,4,2,3,2,2,2,3,4,3,2,3,3,3,3,3,3,1,0
