Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,Same_Course,Different_Course
0,1,13,0,5,24,17,3,4,4,4,1,3,4,3,2,3,2,3,3,4,2,3,3,3,3,2,3,3,3,3,3,1,0
1,1,13,0,5,24,17,4,4,4,4,1,3,3,3,2,3,3,3,4,4,2,3,3,3,3,3,3,3,3,4,4,1,1
1,2,13,3,12,24,17,4,4,4,4,1,2,3,3,2,3,1,3,3,2,2,3,3,1,2,3,3,2,3,3,3,1,0
1,2,13,3,14,24,17,4,3,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,1,3,3,3,3,3,1,0
0,2,13,3,14,24,17,3,3,3,3,1,3,2,1,2,3,1,1,3,3,2,1,3,3,4,3,1,1,1,4,1,0,1
1,2,13,3,14,24,17,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,1,1
1,1,13,4,14,24,17,4,4,4,4,1,4,4,4,2,4,2,2,3,3,2,4,4,3,2,2,3,3,4,3,4,1,0
1,2,13,3,14,25,17,3,2,4,4,1,3,4,4,2,4,1,3,4,2,2,4,4,3,1,3,4,3,3,2,3,1,1
1,0,15,4,23,14,17,3,3,4,3,1,3,1,1,2,3,3,3,2,2,2,3,3,2,2,3,2,2,3,3,4,0,1
0,1,13,1,5,24,17,4,3,4,4,1,1,1,1,2,2,3,2,3,3,2,3,2,1,2,3,2,1,3,3,2,0,1
1,1,14,3,12,25,17,3,4,4,4,1,3,3,3,2,4,4,3,4,3,2,3,4,2,1,2,3,2,3,3,3,1,0
0,2,1,3,6,5,15,2,3,4,4,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,1,2,3,3,1,0
0,2,6,3,12,34,15,3,4,4,4,1,3,3,3,2,3,2,3,4,3,2,3,3,3,2,3,2,2,3,4,3,0,0
1,1,6,4,12,34,15,4,2,3,2,1,3,2,3,2,3,2,1,3,3,2,3,3,3,2,3,3,3,3,3,3,0,1
1,2,6,3,12,16,15,3,4,3,4,1,4,4,4,2,4,2,3,3,3,2,3,4,2,1,1,3,3,3,2,2,1,0
1,1,9,3,16,12,15,4,4,4,4,1,3,4,4,2,3,3,3,4,4,2,3,3,4,1,1,3,3,4,4,3,1,1
1,1,9,3,16,17,15,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1,1,4,2,0,0
1,1,9,3,16,24,15,3,2,4,4,1,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,1,1,2,3,2,0,1
1,2,8,3,23,16,15,4,3,2,3,1,2,4,4,2,4,2,3,1,2,2,3,4,1,4,2,2,2,3,1,2,1,0
1,1,13,3,12,34,15,3,2,3,3,1,4,4,3,2,3,1,1,3,2,2,2,3,2,3,2,3,2,2,3,2,1,0
0,1,13,3,23,16,15,4,4,4,4,1,4,4,4,2,4,2,3,4,2,2,4,4,3,2,2,4,4,3,3,3,1,0
0,2,13,4,23,16,15,4,3,4,3,1,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,1,1
1,2,13,3,23,17,15,4,4,4,4,1,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,4,1,0
1,2,13,3,12,24,15,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,1,0
1,1,13,4,23,28,15,4,4,3,3,1,4,4,4,2,4,3,3,3,2,2,3,4,3,3,2,3,3,3,3,3,1,0
0,2,13,1,23,30,15,4,4,4,4,1,3,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,2,3,4,3,1,0
0,2,7,3,12,25,19,4,4,4,4,1,3,3,4,2,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,4,1,0
1,1,6,3,12,34,19,3,4,4,4,1,3,3,2,2,3,2,2,4,2,2,3,3,2,2,1,3,3,3,3,3,1,0
0,1,6,3,12,16,19,4,3,4,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,4,4,3,1,0
1,2,6,3,12,26,19,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2,3,1,0
0,1,6,3,12,25,19,4,4,4,3,1,2,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,1,3,3,0,1
1,2,6,3,12,25,19,4,4,4,4,1,4,3,2,2,3,3,4,4,3,2,4,3,3,2,3,3,2,2,4,3,1,0
1,2,13,3,23,16,15,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,1,0
1,2,6,3,12,25,19,4,3,3,3,1,4,3,2,2,3,2,3,3,2,2,3,3,3,2,1,3,3,3,2,2,1,0
1,1,6,3,12,30,19,4,3,3,3,1,3,4,3,2,4,2,3,3,2,2,4,4,3,2,2,3,3,3,2,4,1,0
1,2,9,3,16,14,19,4,3,4,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,3,2,3,1,3,3,3,1,0
1,1,8,4,29,24,19,3,3,3,3,1,3,3,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,3,0,1
1,1,11,3,12,25,19,3,3,3,3,1,3,3,2,2,3,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,0,0
0,1,10,3,17,12,19,4,4,4,4,1,3,3,1,2,3,2,3,4,2,2,3,3,3,2,1,3,2,2,3,4,0,0
1,0,15,3,13,12,19,3,3,3,4,1,2,3,2,2,3,2,3,3,2,2,3,3,2,2,3,3,3,3,3,4,0,1
1,1,14,3,24,12,19,4,4,4,4,1,4,4,4,2,4,3,3,4,2,2,3,4,2,2,1,3,2,3,4,4,1,1
1,1,14,4,24,12,19,3,4,4,4,1,3,3,2,2,3,1,2,3,2,2,3,3,3,2,2,2,3,3,4,2,1,0
1,2,14,3,24,17,19,4,3,4,3,1,3,4,4,2,3,1,3,3,2,2,3,3,2,2,1,3,3,2,3,2,1,0
0,1,13,3,5,24,15,3,2,4,3,1,2,2,2,2,2,2,3,3,4,2,3,2,2,2,4,2,3,3,4,4,1,1
0,2,6,3,12,25,18,4,4,4,4,1,2,3,2,2,3,2,3,3,4,2,3,3,2,2,3,2,1,1,4,2,1,0
1,1,10,3,12,16,18,4,4,4,3,1,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,2,1,3,3,3,1,1
0,1,10,3,12,18,18,4,4,4,3,1,3,3,3,2,3,3,3,4,2,2,4,3,3,2,2,3,3,3,3,3,0,0
0,1,10,3,24,18,18,3,1,3,2,1,3,3,2,2,3,3,3,2,2,2,2,3,1,3,4,1,1,1,3,2,1,0
1,1,10,3,12,25,18,3,4,4,4,1,3,3,3,2,3,3,3,3,2,2,2,3,2,3,2,3,1,2,3,3,0,1
0,2,13,3,23,14,18,3,4,4,4,1,4,4,3,2,4,4,4,4,4,2,3,4,3,3,2,3,3,3,2,4,1,1
1,2,14,3,24,12,18,2,4,3,3,1,3,3,2,2,3,1,2,3,2,2,3,3,2,2,2,2,1,3,4,3,1,0
1,2,0,0,5,7,38,4,3,4,4,1,4,4,4,2,3,3,3,4,1,2,3,3,2,2,1,3,2,2,3,3,1,0
0,0,7,3,13,15,36,4,3,3,3,1,3,4,3,2,4,3,3,3,2,2,3,4,3,2,1,3,3,3,2,3,1,0
0,2,0,0,5,30,38,4,3,4,4,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,4,4,0,1
0,1,2,0,7,5,38,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,4,4,4,4,2,4,4,4,2,4,1,0
1,2,2,0,5,7,38,3,4,4,3,1,3,3,4,2,3,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,1,0
0,0,15,0,8,23,38,4,4,4,4,1,3,3,3,2,3,3,3,4,3,2,3,3,2,2,2,3,3,3,3,4,0,1
0,1,18,0,5,7,38,4,3,3,4,1,3,2,2,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,0,1
0,1,18,0,9,10,38,3,4,3,3,1,4,3,2,2,3,2,2,4,3,2,3,3,3,2,2,3,3,3,2,4,1,1
1,1,18,3,33,12,38,2,4,3,2,1,3,2,1,2,3,2,3,1,3,2,2,3,3,3,2,3,3,3,3,1,1,0
0,1,18,3,12,29,38,4,4,4,4,1,4,4,4,2,4,2,2,4,3,2,4,4,4,4,2,4,4,4,2,4,0,1
0,1,18,0,5,33,38,3,4,4,4,1,4,3,3,2,3,2,4,4,4,2,3,3,3,3,2,4,3,4,1,4,0,1
0,2,17,0,32,30,38,4,4,4,4,1,4,4,4,2,3,1,1,4,4,2,3,3,3,3,1,3,3,3,4,3,0,1
0,2,6,3,12,34,38,3,4,3,3,1,3,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,3,2,3,1,1,0
1,1,6,0,12,7,38,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,4,4,1,4,1,3,4,4,4,4,1,0
0,2,13,0,5,24,38,3,3,4,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,0
1,1,13,3,12,24,38,4,3,4,4,1,4,4,3,2,4,3,4,4,3,2,4,4,3,2,1,3,3,4,3,3,1,0
0,1,18,0,32,35,25,4,4,4,3,1,3,3,3,2,4,3,3,4,4,2,3,4,3,3,2,3,3,4,2,3,1,0
0,1,18,3,29,33,25,3,3,4,4,1,2,2,2,2,1,2,3,3,3,2,2,1,3,3,1,2,3,2,3,2,0,1
0,2,17,0,32,5,25,4,3,4,3,1,3,4,3,2,4,2,2,3,3,2,4,4,3,2,2,4,3,3,4,3,1,1
0,2,6,3,12,5,25,4,3,3,3,1,3,3,3,2,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,3,1,0
0,2,9,3,23,16,25,3,4,4,4,1,3,3,3,2,3,2,3,4,3,2,3,3,3,2,2,3,3,3,3,3,1,0
1,0,11,3,18,25,25,4,3,4,4,1,3,4,4,2,4,3,3,3,2,2,3,4,3,2,2,3,3,4,3,3,1,0
0,1,13,4,23,8,25,4,4,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,4,3,2,2,4,4,0,1
1,2,13,4,23,14,25,3,4,4,4,1,3,3,2,2,3,2,3,3,3,2,2,3,2,4,4,2,3,3,4,4,0,1
0,1,13,4,32,24,25,3,3,4,4,1,3,3,3,2,3,3,3,4,3,2,4,3,4,3,2,3,3,3,3,3,0,1
1,1,18,4,34,7,26,4,3,3,4,1,3,2,2,2,3,4,3,4,3,2,3,3,3,2,3,2,3,3,3,2,0,1
1,2,6,3,12,18,26,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,2,2,2,3,3,1,1
0,1,6,3,12,6,37,2,2,4,4,2,3,4,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,4,2,0,0
1,2,9,3,12,16,26,4,4,4,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,4,1,0
1,2,9,3,16,14,26,4,4,4,4,1,4,4,4,2,4,2,2,4,4,2,4,4,2,2,1,4,3,4,3,4,1,1
1,2,9,3,16,14,26,4,4,3,3,1,4,4,4,2,4,4,4,4,3,2,4,4,4,2,3,4,3,4,3,2,1,0
1,0,8,1,14,12,26,3,3,3,3,1,3,3,3,2,3,3,3,4,3,2,3,3,2,2,3,3,3,3,3,3,1,1
1,1,8,3,14,16,26,3,1,4,4,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,3,2,1,2,4,1,0,1
0,1,1,0,8,7,10,4,3,4,4,1,3,3,3,2,3,3,3,3,4,2,3,3,3,2,3,2,3,3,3,3,0,0
0,2,8,4,14,16,26,3,3,4,4,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,3,2,4,3,0,0
1,0,10,3,16,17,26,3,3,3,4,1,3,3,3,2,3,1,3,3,2,2,3,3,3,3,2,3,2,3,3,3,0,0
0,1,13,3,12,34,26,4,3,3,3,1,3,3,3,2,4,2,3,1,1,2,3,4,4,2,1,3,3,3,3,3,1,0
1,2,8,3,14,24,15,3,3,3,3,1,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,3,3,3,4,1,0,1
1,2,13,3,29,12,26,4,3,4,4,1,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,0,0
1,2,13,4,23,16,26,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,3,4,3,1,3,3,3,3,4,4,1,0
0,2,13,3,24,16,26,4,3,3,3,1,3,3,3,2,3,3,3,3,1,2,3,3,3,3,3,3,1,2,4,3,1,0
0,1,13,3,16,14,26,3,4,4,4,1,3,4,4,2,3,3,3,3,3,2,3,3,3,2,1,3,2,3,3,3,1,1
0,2,13,3,18,14,26,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1
0,1,13,1,29,14,26,4,4,4,4,1,4,4,4,2,4,4,4,3,1,2,4,4,4,4,1,3,3,3,1,4,1,0
0,2,13,1,32,23,26,4,3,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,4,3,4,4,4,3,1,0
0,2,13,1,32,23,26,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,4,2,1,3,3,3,4,3,1,1
1,1,13,0,23,24,26,3,3,3,3,1,3,4,3,2,4,4,3,3,3,2,3,4,3,1,3,3,3,3,3,3,1,0
1,1,13,4,23,24,26,4,2,4,4,1,3,4,3,2,3,3,3,3,2,2,3,3,3,3,1,3,3,3,3,3,1,0
0,1,13,3,33,25,26,3,3,3,3,1,2,3,2,2,3,2,3,2,2,2,3,3,3,1,3,3,3,3,3,2,0,1
0,2,13,3,12,25,26,4,2,2,2,1,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,2,1,1,4,2,0,1
1,2,14,3,24,18,26,4,3,4,4,1,3,4,3,2,4,3,2,1,1,2,3,4,3,3,2,3,3,3,4,3,1,0
0,2,6,3,12,13,29,4,4,4,3,1,3,4,2,2,3,4,3,3,4,2,3,3,3,2,1,3,2,3,4,2,1,1
1,1,15,3,12,13,29,3,4,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,2,2,2,3,2,1,1
0,2,2,0,5,7,28,2,1,4,4,1,4,4,1,2,3,1,4,1,3,2,2,3,1,1,1,4,3,2,4,1,1,0
1,2,6,3,12,34,27,4,4,4,3,1,3,3,2,2,3,3,2,2,2,2,3,3,3,2,1,2,2,2,3,1,1,0
0,2,6,3,12,5,28,4,3,4,4,1,3,3,2,2,3,2,2,4,4,2,3,3,2,2,1,2,2,3,4,4,0,0
0,2,6,3,12,11,28,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,3,3,3,2,4,1,0
0,1,6,3,11,12,28,4,4,4,4,1,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,0,1
0,1,6,3,12,16,28,3,3,3,3,1,3,3,2,2,3,3,3,4,3,2,3,3,2,2,2,3,3,3,3,3,1,0
0,2,6,3,12,16,28,4,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,1,2,2,3,3,3,1,0
1,2,1,3,33,12,27,3,4,4,3,1,2,1,1,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,4,3,0,1
0,2,6,3,12,34,27,4,3,4,4,1,3,3,3,2,3,2,3,4,3,2,3,3,2,2,2,3,3,3,3,4,1,0
0,1,6,3,12,5,27,3,4,4,4,1,4,4,4,2,4,4,4,3,3,2,4,4,4,1,1,3,4,4,2,3,1,0
0,1,6,3,12,13,27,4,4,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,3,2,0,0
0,1,6,3,12,13,27,4,3,3,3,1,3,3,3,2,3,3,3,4,2,2,3,3,2,2,2,3,3,3,4,3,1,1
1,2,6,3,12,13,27,4,4,4,3,1,4,3,3,2,3,4,3,1,3,2,3,3,1,2,1,2,1,3,4,3,1,0
0,2,6,3,12,13,27,4,4,4,4,1,3,4,4,2,4,3,4,3,3,2,4,4,3,2,1,3,2,3,3,4,1,0
1,2,6,1,13,12,27,4,2,4,4,1,3,3,2,2,4,2,3,4,4,2,4,4,4,2,2,3,3,4,3,3,0,0
1,2,6,3,17,12,27,4,1,4,4,1,2,2,2,2,3,2,3,3,3,2,3,3,2,3,3,3,2,3,3,2,1,0
1,2,6,3,17,12,27,4,4,4,4,1,2,2,2,2,4,4,4,3,2,2,2,4,2,3,2,2,2,2,3,4,0,1
1,1,6,3,29,12,27,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3,2,3,3,4,3,0,1
0,1,6,3,12,16,27,4,4,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2,3,3,3,3,4,3,1,0
1,0,8,3,11,14,30,3,3,3,3,1,2,4,3,2,3,3,3,2,3,2,3,3,2,2,4,3,3,1,4,2,1,1
1,2,6,3,12,18,27,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,1,0
0,1,6,3,12,18,27,3,3,3,4,1,3,3,3,2,2,2,2,3,3,2,3,2,2,3,2,2,2,2,4,2,0,0
0,1,6,3,12,18,27,4,4,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,1,0
1,1,6,3,12,18,27,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,1,2,3,3,4,4,2,1,0
1,1,6,3,12,18,27,4,4,4,4,1,4,4,4,2,4,4,4,4,3,2,4,4,3,2,4,4,4,4,3,4,1,1
1,1,6,3,12,18,27,3,3,3,3,1,2,3,2,2,3,2,2,2,3,2,3,3,2,2,2,3,3,3,3,3,0,1
0,2,6,3,12,27,27,4,3,3,3,1,2,2,2,2,2,3,3,1,1,2,3,2,2,2,4,2,3,3,4,3,0,1
1,1,6,3,12,30,27,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,3,4,2,0,1
1,1,9,3,14,16,27,3,3,4,4,1,3,4,4,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,3,1,0
0,0,6,0,12,34,26,3,4,3,4,1,3,4,3,2,3,2,3,1,1,3,3,3,2,2,3,3,3,3,4,1,1,0
1,2,13,3,23,16,27,4,3,4,3,1,3,4,3,2,2,4,3,3,2,2,2,2,3,3,1,3,2,3,2,3,1,0
1,2,13,3,23,14,27,3,3,4,3,1,3,4,3,2,4,3,3,4,2,2,4,4,3,1,2,3,4,3,2,4,1,0
1,0,13,3,23,23,17,4,4,4,4,2,4,3,3,2,3,2,4,4,2,2,3,3,2,3,2,3,3,2,2,4,1,1
0,1,14,3,12,34,27,4,4,4,4,1,4,3,3,2,4,3,3,4,3,2,3,4,3,2,2,3,3,3,3,3,1,0
1,1,14,4,14,16,27,3,3,4,3,1,3,4,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,2,0,1
0,2,0,0,5,33,30,3,1,4,4,1,3,3,2,2,3,1,3,3,2,2,3,3,2,2,1,1,1,1,4,2,0,0
0,1,1,0,32,5,30,4,2,4,3,1,4,3,3,2,3,3,3,4,3,2,3,3,3,4,2,3,3,3,3,3,1,0
0,1,12,3,8,23,30,4,3,3,3,1,4,4,4,2,4,2,2,2,3,2,4,4,2,2,1,3,3,3,4,3,1,0
0,1,17,0,32,35,30,4,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,0,0
0,2,6,4,33,5,30,3,4,4,3,1,3,3,1,2,3,3,3,4,3,2,3,3,2,2,2,2,3,3,3,2,1,0
1,2,6,3,12,13,30,4,4,4,4,1,3,3,3,2,4,4,4,4,3,2,3,4,3,1,1,3,3,4,3,3,1,0
0,2,9,3,16,12,30,3,3,3,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,3,2,2,4,3,1,1
1,2,9,3,16,12,30,4,4,4,4,1,2,4,4,2,3,2,3,2,2,2,3,3,1,3,3,3,2,3,4,4,0,1
0,2,8,4,23,14,30,3,2,4,3,1,2,3,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,3,3,3,0,0
0,1,13,3,23,14,30,4,4,4,4,1,3,3,3,2,2,3,1,3,2,2,3,2,2,2,2,1,1,3,4,2,0,1
0,1,13,1,29,24,30,3,4,4,4,1,2,1,1,2,2,2,3,3,3,2,3,2,2,1,4,1,2,2,4,2,0,1
1,2,13,4,29,24,30,3,3,3,3,1,3,3,3,2,3,2,3,1,2,2,3,3,2,2,3,3,3,3,3,2,1,0
0,1,13,3,23,30,30,3,4,4,4,1,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,4,3,1,0
1,2,14,3,24,24,30,2,3,3,3,1,1,2,1,2,1,3,2,1,3,2,2,1,1,3,4,2,3,1,4,1,0,1
0,1,2,3,27,7,32,3,4,4,4,1,4,4,3,2,4,2,3,3,3,2,4,4,3,2,2,2,3,3,2,3,1,0
0,1,18,4,34,4,32,3,3,3,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,1,0
0,2,7,3,13,15,32,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,0,1
0,2,6,3,12,5,32,3,3,3,3,1,2,2,2,2,3,2,3,2,3,2,3,3,2,2,2,2,2,2,3,2,1,0
0,2,8,3,23,30,32,3,2,4,4,1,4,4,2,2,3,2,3,2,4,2,4,3,3,2,4,3,3,2,4,2,1,0
0,2,13,3,23,18,32,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,0,1
0,1,0,0,5,9,34,3,3,4,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,1,3,1,3,3,4,1,0
1,2,13,3,18,24,32,3,4,4,4,1,3,3,3,2,3,2,3,3,2,2,4,3,3,2,3,3,2,3,3,3,1,0
0,2,0,0,5,7,33,3,4,4,4,1,4,3,1,2,3,3,3,4,3,2,3,3,2,2,1,3,3,3,2,3,1,0
0,2,16,0,5,31,33,4,4,4,4,1,4,4,4,2,4,2,4,3,2,2,4,4,4,2,2,4,4,4,4,4,1,0
1,0,7,3,27,29,12,3,4,4,4,1,2,2,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,2,4,3,0,1
0,2,6,3,27,12,33,3,4,4,4,1,2,2,2,2,2,3,3,3,3,2,3,2,1,2,2,2,3,4,4,3,0,1
0,1,8,4,14,24,33,3,3,3,4,1,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2,3,2,3,4,3,1,0
1,2,8,4,14,24,33,3,4,4,4,1,4,4,4,2,4,4,2,3,2,2,1,4,3,4,1,2,2,3,4,1,1,0
0,1,13,4,23,8,33,3,3,4,3,1,2,2,3,2,1,2,3,2,3,2,2,1,2,3,3,2,2,2,4,2,0,1
0,2,13,2,3,24,33,2,3,4,4,1,2,3,2,2,3,3,3,4,3,2,3,3,3,3,4,3,1,1,4,4,0,0
0,2,13,4,27,24,33,4,3,3,4,1,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,2,3,3,4,4,0,1
1,1,13,3,23,28,33,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,1,2,3,2,0,1
0,2,14,3,12,25,33,4,4,4,3,1,3,3,2,2,3,3,3,3,3,2,3,3,2,4,3,2,1,3,3,2,1,0
0,2,13,3,23,14,34,3,3,4,4,1,3,4,3,2,4,3,3,4,2,2,3,4,4,2,2,4,1,2,3,3,1,0
0,2,0,0,5,9,36,3,4,4,4,1,4,4,4,2,4,3,3,4,3,2,3,4,2,2,2,3,3,3,3,4,1,0
0,2,1,0,7,6,36,4,4,4,3,1,4,3,3,2,4,4,4,4,2,2,4,4,4,2,2,4,1,3,3,1,1,1
0,1,1,0,5,7,36,3,3,4,3,1,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,3,2,3,0,1
0,1,18,0,8,5,36,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,1,3,4,4,1,1
0,1,6,3,12,34,36,4,3,4,4,1,2,3,2,2,3,3,3,4,4,2,3,3,2,3,2,3,3,3,3,1,1,0
0,1,6,0,12,5,36,4,4,4,4,1,4,4,4,2,4,4,3,4,2,2,3,4,3,2,2,4,4,4,2,4,1,0
1,0,10,3,12,17,17,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,0,0
0,1,13,1,23,34,36,4,3,4,4,1,3,4,4,2,4,1,1,3,2,2,3,4,3,1,3,4,3,4,4,1,0,0
0,1,13,3,5,7,36,3,3,3,3,1,2,2,2,2,3,2,3,3,3,2,2,3,2,4,3,3,3,3,4,2,0,1
1,1,13,4,23,16,36,4,4,3,3,1,3,3,3,2,3,2,3,4,3,2,3,3,2,2,4,3,3,3,4,3,1,0
1,2,13,3,23,14,36,4,3,3,3,1,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,2,0,1
0,1,13,4,23,14,36,4,4,3,4,1,4,4,2,2,4,4,3,2,2,2,3,4,4,3,4,3,4,4,3,4,0,1
1,1,13,4,23,23,36,4,4,4,4,1,3,3,3,2,3,2,3,4,2,2,3,3,3,2,2,3,2,3,3,4,1,0
0,1,13,0,33,24,36,3,4,3,4,1,3,4,3,2,4,4,3,3,1,2,3,4,4,1,1,4,3,4,1,4,1,1
0,1,13,0,5,24,36,3,3,3,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,1,0
1,2,13,4,23,19,22,3,3,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,1,3,1,2,4,4,1,0
1,1,13,1,23,22,23,3,3,3,3,1,2,2,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,3,4,3,0,1
1,1,13,3,23,14,20,3,2,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,3,3,3,2,1,0
0,1,13,4,23,20,20,3,3,4,4,1,4,4,3,2,3,3,3,4,4,2,4,3,3,3,4,2,2,3,4,3,1,1
0,1,13,4,23,19,21,4,3,4,4,1,3,3,3,2,3,3,3,2,2,2,2,3,3,3,2,3,2,2,4,3,1,1
0,1,6,3,12,1,0,4,4,4,4,2,3,4,3,2,3,4,4,4,3,2,4,3,3,3,3,3,2,2,4,4,0,1
1,2,13,4,23,14,0,3,4,2,4,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,3,3,4,3,0,1
0,2,13,4,23,14,0,3,4,2,1,2,3,3,2,2,2,2,2,3,2,2,3,2,1,3,4,1,2,1,4,4,0,1
1,2,13,1,3,24,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,1
0,1,7,3,11,13,37,3,3,4,4,2,1,1,1,2,1,3,3,2,2,2,2,1,1,2,3,2,2,2,4,2,0,1
0,1,13,3,23,17,37,4,3,4,4,2,3,2,3,2,3,1,3,3,2,2,3,3,2,2,2,3,3,3,3,3,1,1
1,2,13,2,24,24,37,3,3,4,4,2,2,2,3,2,2,3,3,3,2,2,3,2,2,2,4,2,3,3,4,3,0,0
0,2,6,3,12,13,6,3,3,4,4,2,1,2,1,2,2,2,1,1,3,2,3,2,1,1,3,2,2,1,4,1,0,1
